avg_lap_time,lap_time_std,total_pit_time,num_pit_stops,grid,race_distance,driverId_2,driverId_3,driverId_4,driverId_5,driverId_6,driverId_7,driverId_8,driverId_9,driverId_10,driverId_11,driverId_12,driverId_13,driverId_14,driverId_15,driverId_16,driverId_17,driverId_18,driverId_19,driverId_20,driverId_21,driverId_22,driverId_23,driverId_24,driverId_25,driverId_26,driverId_27,driverId_28,driverId_29,driverId_30,driverId_31,driverId_32,driverId_33,driverId_34,driverId_35,driverId_36,driverId_37,driverId_38,driverId_39,driverId_40,driverId_41,driverId_42,driverId_43,driverId_44,driverId_45,driverId_46,driverId_47,driverId_48,driverId_49,driverId_50,driverId_51,driverId_52,driverId_53,driverId_54,driverId_55,driverId_56,driverId_57,driverId_58,driverId_59,driverId_60,driverId_61,driverId_62,driverId_63,driverId_64,driverId_65,driverId_66,driverId_67,driverId_68,driverId_69,driverId_70,driverId_71,driverId_72,driverId_73,driverId_74,driverId_75,driverId_76,driverId_77,driverId_78,driverId_79,driverId_81,driverId_82,driverId_83,driverId_84,driverId_85,driverId_86,driverId_153,driverId_154,driverId_155,driverId_807,driverId_808,driverId_810,driverId_811,driverId_812,driverId_813,driverId_814,driverId_815,driverId_816,driverId_817,driverId_818,driverId_819,driverId_820,driverId_821,driverId_822,driverId_823,driverId_824,driverId_825,driverId_826,driverId_827,driverId_828,driverId_829,driverId_830,driverId_831,driverId_832,driverId_833,driverId_834,driverId_835,driverId_836,driverId_837,driverId_838,driverId_839,driverId_840,driverId_841,driverId_842,driverId_843,driverId_844,driverId_845,driverId_846,driverId_847,driverId_848,driverId_849,driverId_850,driverId_851,driverId_852,driverId_853,driverId_854,driverId_855,driverId_856,driverId_857,driverId_858,driverId_859,driverId_860,driverId_861,driverId_862,statusId_2,statusId_3,statusId_4,statusId_5,statusId_6,statusId_7,statusId_8,statusId_9,statusId_10,statusId_11,statusId_12,statusId_13,statusId_14,statusId_15,statusId_16,statusId_17,statusId_18,statusId_19,statusId_20,statusId_21,statusId_22,statusId_23,statusId_24,statusId_25,statusId_26,statusId_27,statusId_28,statusId_29,statusId_30,statusId_31,statusId_32,statusId_33,statusId_34,statusId_35,statusId_36,statusId_37,statusId_38,statusId_39,statusId_40,statusId_41,statusId_42,statusId_43,statusId_44,statusId_45,statusId_46,statusId_47,statusId_48,statusId_49,statusId_50,statusId_51,statusId_54,statusId_55,statusId_56,statusId_58,statusId_59,statusId_60,statusId_61,statusId_62,statusId_63,statusId_64,statusId_65,statusId_66,statusId_67,statusId_68,statusId_69,statusId_70,statusId_71,statusId_74,statusId_75,statusId_76,statusId_79,statusId_82,statusId_83,statusId_84,statusId_86,statusId_87,statusId_88,statusId_91,statusId_93,statusId_94,statusId_95,statusId_96,statusId_101,statusId_103,statusId_105,statusId_111,statusId_128,statusId_129,statusId_130,statusId_131,statusId_132,statusId_135,statusId_136,statusId_137,statusId_138,statusId_139,statusId_140,statusId_141,circuitId_2,circuitId_3,circuitId_4,circuitId_5,circuitId_6,circuitId_7,circuitId_8,circuitId_9,circuitId_10,circuitId_11,circuitId_12,circuitId_13,circuitId_14,circuitId_15,circuitId_16,circuitId_17,circuitId_18,circuitId_19,circuitId_20,circuitId_21,circuitId_22,circuitId_24,circuitId_25,circuitId_26,circuitId_27,circuitId_32,circuitId_34,circuitId_35,circuitId_39,circuitId_68,circuitId_69,circuitId_70,circuitId_71,circuitId_73,circuitId_75,circuitId_76,circuitId_77,circuitId_78,circuitId_79,circuitId_80
97563.75862068965,16066.158257927875,0.0,0.0,18,5658698.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
